om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
622941,2023,06,21,2023-06-21,16:45:00,3,CO,08,0,-9,0,0,0,0,40.0470,-103.2249,40.0463,-103.2181,0.3600,50,1,1,1,121,0,0,0,0
622942,2023,06,21,2023-06-21,16:45:00,3,CO,08,0,-9,0,0,0,0,40.0470,-103.2400,40.0461,-103.2257,0.7600,25,1,1,1,121,0,0,0,0
622943,2023,06,21,2023-06-21,16:46:00,3,CO,08,0,-9,0,0,0,0,40.0484,-103.2352,40.0501,-103.2522,0.9100,25,1,1,1,121,0,0,0,0
622944,2023,06,21,2023-06-21,16:47:00,3,CO,08,0,-9,0,0,0,0,40.0500,-103.2369,40.0493,-103.2290,0.4200,50,1,1,1,121,0,0,0,0
622945,2023,06,21,2023-06-21,16:48:00,3,CO,08,0,-9,0,0,0,0,40.0531,-103.2361,40.0543,-103.2461,0.5400,100,1,1,1,121,0,0,0,0
622946,2023,06,21,2023-06-21,16:49:00,3,CO,08,0,-9,0,0,0,0,40.0550,-103.2450,40.0538,-103.2338,0.6000,25,1,1,1,121,0,0,0,0
622947,2023,06,21,2023-06-21,16:50:00,3,CO,08,0,-9,0,0,0,0,40.0580,-103.2490,40.0556,-103.2350,0.7600,25,1,1,1,121,0,0,0,0
622948,2023,06,21,2023-06-21,16:51:00,3,CO,08,0,-9,0,0,0,0,40.0590,-103.2519,40.0582,-103.2282,1.2500,25,1,1,1,121,0,0,0,0
622949,2023,06,21,2023-06-21,16:52:00,3,CO,08,0,-9,0,0,0,0,40.0618,-103.2617,40.0611,-103.2253,1.9300,200,1,1,1,121,0,0,0,0
622950,2023,06,21,2023-06-21,16:53:00,3,CO,08,0,-9,0,0,0,0,40.0610,-103.2650,40.0615,-103.2753,0.5500,25,1,1,1,121,0,0,0,0
622951,2023,06,21,2023-06-21,16:57:00,3,CO,08,0,-9,0,0,0,0,40.0661,-103.3313,40.0632,-103.2495,4.3300,50,1,1,1,121,0,0,0,0
622952,2023,06,21,2023-06-21,17:15:00,3,CO,08,0,-9,0,0,0,0,40.0750,-103.2599,40.0756,-103.2455,0.7600,50,1,1,1,121,0,0,0,0
622953,2023,06,21,2023-06-21,17:18:00,3,TX,48,0,-9,0,0,0,0,34.9500,-101.3800,34.9400,-101.3700,0.8900,100,1,1,1,11,0,0,0,0
622954,2023,06,21,2023-06-21,17:20:00,3,CO,08,0,2,0,0,0,0,40.0926,-103.3588,40.0968,-103.2735,4.5200,400,1,1,1,121,0,0,0,0
622955,2023,06,21,2023-06-21,17:30:00,3,CO,08,0,1,0,0,0,0,40.5737,-103.4509,40.5732,-103.4496,0.0800,14,1,1,1,121,0,0,0,0
622956,2023,06,21,2023-06-21,17:39:00,3,CO,08,0,-9,0,0,0,0,39.9866,-103.4327,39.9886,-103.3637,3.6600,25,1,1,1,121,0,0,0,0
622957,2023,06,21,2023-06-21,18:14:00,3,CO,08,0,-9,0,0,0,0,39.8711,-103.1946,39.8604,-103.1893,0.7900,50,1,1,1,121,0,0,0,0
622958,2023,06,21,2023-06-21,18:16:00,3,CO,08,0,2,0,0,0,0,39.8654,-103.2302,39.8555,-103.3222,4.9300,800,1,1,1,121,0,0,0,0
622959,2023,06,21,2023-06-21,18:35:00,3,CO,08,0,-9,0,0,0,0,39.8321,-103.2052,39.8323,-103.2093,0.5000,50,1,1,1,121,0,0,0,0
622960,2023,06,21,2023-06-21,18:45:00,3,CO,08,0,-9,0,0,0,0,39.8321,-103.2477,39.8450,-103.2384,1.0200,25,1,1,1,121,0,0,0,0
622961,2023,06,21,2023-06-21,18:50:00,3,TX,48,0,-9,0,0,0,0,34.1200,-100.8500,34.1174,-100.8493,0.1800,30,1,1,1,345,0,0,0,0
622962,2023,06,21,2023-06-21,18:51:00,3,TX,48,0,3,15,4,0,0,34.1200,-100.8500,33.9900,-100.8200,9.1400,600,1,1,1,345,0,0,0,0
622963,2023,06,21,2023-06-21,19:19:00,3,SD,46,0,0,0,0,0,0,45.8581,-102.0424,45.8598,-102.0059,1.7600,50,1,1,1,105,0,0,0,0
622964,2023,06,21,2023-06-21,19:36:00,3,TX,48,0,-9,0,0,0,0,33.8200,-100.7300,33.8191,-100.7300,0.0600,30,1,1,1,125,0,0,0,0
622965,2023,06,21,2023-06-21,19:37:00,3,TX,48,0,-9,0,0,0,0,34.0100,-100.8900,33.9700,-100.8800,2.8200,100,1,1,1,345,0,0,0,0
622966,2023,06,21,2023-06-21,19:44:00,3,WY,56,0,-9,0,0,0,0,41.8860,-104.3440,41.8981,-104.3551,1.0100,50,1,1,1,15,0,0,0,0
622967,2023,06,21,2023-06-21,20:18:00,3,TX,48,0,-9,0,0,0,0,33.6200,-100.7200,33.6152,-100.7180,0.3500,50,1,1,1,125,0,0,0,0
622968,2023,06,22,2023-06-22,11:04:00,3,NC,37,0,1,0,0,0,0,35.2850,-77.5860,35.2930,-77.5800,0.7000,100,1,1,1,107,0,0,0,0
622969,2023,06,22,2023-06-22,14:41:00,3,TX,48,0,1,0,0,85000,0,35.7000,-100.2300,35.6500,-100.0600,10.3000,150,1,1,1,211,0,0,0,0
622970,2023,06,22,2023-06-22,15:24:00,3,CO,08,0,1,0,0,0,0,39.5559,-105.0159,39.5354,-104.9086,6.3000,25,1,1,1,35,0,0,0,0
622971,2023,06,22,2023-06-22,16:42:00,3,WY,56,0,-9,0,0,0,0,41.6530,-104.8794,41.6442,-104.8200,3.1200,50,1,1,1,31,0,0,0,0
622972,2023,06,22,2023-06-22,20:08:00,3,CO,08,0,0,0,0,0,0,38.9500,-104.4200,38.9377,-104.4190,0.8500,10,1,1,1,41,0,0,0,0
622973,2023,06,23,2023-06-23,12:30:00,3,ID,16,0,0,0,0,0,0,42.6424,-111.7200,42.6453,-111.7200,0.2000,10,1,1,1,29,0,0,0,0
622974,2023,06,23,2023-06-23,13:35:00,3,WY,56,0,-9,0,0,0,0,41.6721,-109.8468,41.6725,-109.8452,0.0900,30,1,1,1,37,0,0,0,0
622975,2023,06,23,2023-06-23,14:15:00,3,WY,56,0,1,0,0,100000,0,43.2997,-106.3486,43.3444,-106.1420,10.8300,100,1,1,1,25,0,0,0,0
622976,2023,06,23,2023-06-23,14:37:00,3,WY,56,0,-9,0,0,0,0,43.2280,-106.7308,43.2290,-106.7175,0.6700,50,1,1,1,25,0,0,0,0
622977,2023,06,23,2023-06-23,16:33:00,3,WY,56,0,-9,0,0,0,0,43.4300,-105.8400,43.4300,-105.8400,0.2500,50,1,1,1,9,0,0,0,0
622978,2023,06,23,2023-06-23,17:11:00,3,WY,56,0,-9,0,0,0,0,41.7745,-104.7474,41.7745,-104.7474,0.0100,50,1,1,1,31,0,0,0,0
622979,2023,06,23,2023-06-23,17:29:00,3,WY,56,0,-9,0,0,0,0,41.7940,-104.6460,41.7900,-104.5880,3.0000,50,1,1,1,15,0,0,0,0
622980,2023,06,23,2023-06-23,17:40:00,3,CO,08,0,3,0,0,0,0,37.8900,-102.3800,37.8300,-102.2200,13.1200,320,1,1,1,99,0,0,0,0
622981,2023,06,23,2023-06-23,17:49:00,3,WY,56,0,2,8,0,0,0,43.4986,-105.3563,43.5650,-105.0820,3.8100,800,1,1,1,5,0,0,0,0
622982,2023,06,23,2023-06-23,18:03:00,3,WY,56,0,-9,0,0,0,0,41.7728,-104.4151,41.7728,-104.4151,0.5000,50,1,1,1,15,0,0,0,0
622983,2023,06,23,2023-06-23,18:21:00,3,WY,56,0,2,1,0,100000,0,41.7762,-104.2608,41.7500,-104.1900,4.7200,800,1,1,1,15,0,0,0,0
622984,2023,06,23,2023-06-23,18:33:00,3,CO,08,0,1,0,0,0,0,37.0300,-102.3300,37.0209,-102.1775,8.4300,100,1,1,1,9,0,0,0,0
622985,2023,06,23,2023-06-23,18:44:00,3,WY,56,0,1,0,0,0,0,41.7800,-104.1400,41.7800,-104.0600,3.9000,20,1,1,1,15,0,0,0,0
622986,2023,06,23,2023-06-23,18:45:00,3,WY,56,0,0,0,0,0,0,43.5650,-105.0820,43.6030,-104.9010,6.0000,200,1,1,1,45,0,0,0,0
622987,2023,06,23,2023-06-23,19:04:00,3,NE,31,0,-9,0,0,0,0,41.8210,-103.9380,41.8050,-103.8730,3.5300,50,1,1,1,157,0,0,0,0
622988,2023,06,23,2023-06-23,19:22:00,3,NE,31,0,-9,0,0,0,0,41.8500,-103.8500,41.8400,-103.7900,3.1600,50,1,1,1,157,0,0,0,0
622989,2023,06,23,2023-06-23,19:38:00,3,NE,31,0,2,0,0,135000,0,41.8200,-103.6300,41.8400,-103.5900,2.4800,700,1,1,1,157,0,0,0,0
622990,2023,06,23,2023-06-23,19:40:00,3,KS,20,0,0,0,0,0,0,37.6700,-101.7500,37.6700,-101.7500,0.0100,1,1,1,1,187,0,0,0,0
622991,2023,06,23,2023-06-23,19:44:00,3,NE,31,0,1,0,0,0,0,41.8100,-103.6200,41.8200,-103.6000,1.2400,50,1,1,1,157,0,0,0,0
622992,2023,06,23,2023-06-23,19:50:00,3,NE,31,0,-9,0,0,0,0,41.8100,-103.5900,41.8100,-103.5900,0.5000,50,1,1,1,157,0,0,0,0
622993,2023,06,23,2023-06-23,20:05:00,3,NE,31,0,-9,0,0,0,0,41.8200,-103.5400,41.8200,-103.5400,0.5000,50,1,1,1,157,0,0,0,0
622994,2023,06,23,2023-06-23,20:09:00,3,KS,20,0,0,0,0,0,0,37.6400,-101.5600,37.6400,-101.5600,0.0100,1,1,1,1,187,0,0,0,0
622995,2023,06,23,2023-06-23,20:12:00,3,KS,20,0,0,0,0,0,0,37.6200,-101.4900,37.6200,-101.4900,4.2100,1,1,1,1,67,0,0,0,0
622996,2023,06,23,2023-06-23,21:51:00,3,NE,31,0,-9,0,0,0,0,41.8100,-102.8500,41.8100,-102.8500,0.5000,50,1,1,1,123,0,0,0,0
622997,2023,06,24,2023-06-24,14:18:00,3,MN,27,0,-9,0,0,0,0,46.9738,-96.0945,46.9993,-96.0928,1.7700,20,1,1,1,5,0,0,0,0
622998,2023,06,24,2023-06-24,14:18:00,3,MN,27,0,-9,0,0,0,0,46.9738,-96.0945,46.9993,-96.0928,1.7700,20,1,1,1,5,0,0,0,0
622999,2023,06,24,2023-06-24,14:30:00,3,MN,27,0,-9,0,0,0,0,47.2543,-96.5841,47.2916,-96.6161,2.9800,20,1,1,1,107,0,0,0,0
623000,2023,06,24,2023-06-24,14:52:00,3,MN,27,0,-9,0,0,0,0,47.1900,-96.0600,47.1944,-96.0599,0.3000,10,1,1,1,87,0,0,0,0
623001,2023,06,24,2023-06-24,15:00:00,3,MN,27,0,-9,0,0,0,0,47.1563,-95.9559,47.1598,-95.9559,0.2400,10,1,1,1,87,0,0,0,0
623002,2023,06,24,2023-06-24,15:10:00,3,MN,27,0,0,0,0,0,0,47.4900,-96.7300,47.5006,-96.7589,1.5400,10,1,1,1,107,119,0,0,0
623003,2023,06,24,2023-06-24,15:12:00,3,MN,27,0,0,0,0,0,0,47.4100,-96.6000,47.4300,-96.6300,1.9700,20,1,1,1,107,0,0,0,0
623004,2023,06,24,2023-06-24,15:15:00,3,MN,27,0,2,0,0,56000,0,47.2500,-95.9400,47.3400,-95.9400,6.2200,250,1,1,1,87,0,0,0,0
623005,2023,06,24,2023-06-24,15:34:00,3,MN,27,0,-9,0,0,0,0,47.1300,-96.0800,47.1368,-96.0825,0.4900,10,1,1,1,5,0,0,0,0
623006,2023,06,24,2023-06-24,15:44:00,3,MN,27,0,-9,0,0,0,0,47.5500,-96.6400,47.5500,-96.6500,0.4700,10,1,1,1,119,0,0,0,0
623007,2023,06,24,2023-06-24,15:49:00,3,MN,27,0,-9,0,0,0,0,47.5800,-96.6100,47.5800,-96.6300,0.9300,10,1,1,1,119,0,0,0,0
623008,2023,06,24,2023-06-24,21:31:00,3,IA,19,0,0,0,0,0,0,41.6000,-90.7100,41.6100,-90.5300,9.6300,20,1,1,1,163,0,0,0,0
623009,2023,06,24,2023-06-24,22:02:00,3,IA,19,0,0,0,0,10000,300,42.7772,-94.6547,42.7936,-94.6048,2.7700,80,1,1,1,151,0,0,0,0
623010,2023,06,25,2023-06-25,14:12:00,3,IN,18,0,2,0,0,1200000,0,39.5692,-86.2210,39.5616,-86.1237,5.4000,400,1,1,1,81,0,0,0,0
623011,2023,06,25,2023-06-25,14:21:00,3,IN,18,0,1,0,0,400000,0,38.8870,-86.9580,38.8793,-86.8898,3.7300,100,1,1,1,27,101,0,0,0
623012,2023,06,25,2023-06-25,14:30:00,3,IN,18,0,1,0,0,450000,0,39.0287,-86.6745,39.0213,-86.5935,4.4500,100,1,1,1,105,0,0,0,0
623013,2023,06,25,2023-06-25,14:34:00,3,IN,18,0,2,1,1,1150000,0,38.5850,-86.8666,38.5193,-86.7236,9.1200,565,1,1,1,101,37,0,0,0
623014,2023,06,25,2023-06-25,15:19:00,3,AR,05,0,1,0,0,0,0,35.4178,-93.0723,35.4122,-93.0645,0.6000,50,1,1,1,115,0,0,0,0
623015,2023,06,25,2023-06-25,16:37:00,3,AR,05,0,-9,0,0,0,0,34.9199,-92.3054,34.9217,-92.3031,0.2000,50,1,1,1,119,0,0,0,0
623016,2023,06,25,2023-06-25,20:27:00,3,KY,21,0,2,0,0,0,0,37.6820,-86.0133,37.6678,-86.0018,1.1700,300,1,1,1,93,0,0,0,0
623017,2023,06,25,2023-06-25,22:25:00,3,KY,21,0,1,0,0,0,0,36.9757,-85.0861,36.9768,-85.0740,0.6700,300,1,1,1,207,0,0,0,0
623018,2023,06,26,2023-06-26,12:58:00,3,PA,42,0,0,0,0,0,0,40.7904,-75.1453,40.8228,-75.0973,3.3700,60,1,1,1,95,0,0,0,0
623019,2023,06,26,2023-06-26,13:29:00,3,NJ,34,0,1,0,0,0,0,40.7109,-74.5804,40.7286,-74.5689,1.3800,475,1,1,1,35,0,0,0,0
623020,2023,06,26,2023-06-26,18:42:00,3,WY,56,0,1,0,0,0,0,41.4110,-104.3390,41.3888,-104.2769,3.5700,1000,1,1,1,21,0,0,0,0
623021,2023,06,26,2023-06-26,18:52:00,3,WY,56,0,1,0,0,0,0,41.3650,-104.2800,41.3450,-104.2170,3.5500,1000,1,1,1,21,0,0,0,0
623022,2023,06,26,2023-06-26,19:18:00,3,WY,56,0,0,0,0,0,0,41.3160,-104.0610,41.3160,-104.0610,0.1000,50,1,1,1,21,0,0,0,0
623023,2023,06,26,2023-06-26,20:01:00,3,NE,31,0,1,0,0,0,0,41.1940,-103.7580,41.1950,-103.7280,1.5600,100,1,1,1,105,0,0,0,0
623024,2023,06,26,2023-06-26,20:29:00,3,NE,31,0,-9,0,0,0,0,41.2000,-103.6600,41.2000,-103.6600,0.5000,50,1,1,1,105,0,0,0,0
623025,2023,06,27,2023-06-27,14:00:00,3,OR,41,0,0,0,0,0,0,43.5743,-119.3324,43.5740,-119.2898,2.1300,50,1,1,1,25,0,0,0,0
623026,2023,06,27,2023-06-27,17:40:00,3,OR,41,0,0,0,0,0,0,45.9775,-118.2793,45.9775,-118.2770,0.1100,10,1,1,1,59,0,0,0,0
623027,2023,06,27,2023-06-27,18:28:00,3,OK,40,0,-9,0,0,0,0,36.7131,-101.0738,36.7134,-101.0723,0.0900,25,1,1,1,139,0,0,0,0
623028,2023,06,28,2023-06-28,18:35:00,3,NE,31,0,0,0,0,0,0,41.0870,-103.7780,41.0170,-103.6930,6.8000,425,1,1,1,105,0,0,0,0
623029,2023,06,28,2023-06-28,18:47:00,3,NE,31,0,-9,0,0,0,0,41.0630,-103.7060,41.0630,-103.7060,0.2500,50,1,1,1,105,0,0,0,0
623030,2023,06,28,2023-06-28,20:12:00,3,CO,08,0,-9,0,0,0,0,40.7800,-103.0100,40.7800,-103.0100,0.0100,25,1,1,1,75,0,0,0,0
623031,2023,06,29,2023-06-29,09:10:00,3,MO,29,0,1,0,0,0,0,40.4100,-91.7900,40.4200,-91.7500,2.2100,30,1,1,1,45,0,0,0,0
623032,2023,06,29,2023-06-29,11:12:00,3,IL,17,0,2,0,0,0,0,39.7195,-89.7715,39.6491,-89.6276,9.0700,800,1,1,1,167,0,0,0,0
623033,2023,06,29,2023-06-29,11:26:00,3,IL,17,0,1,0,0,0,0,40.1672,-89.3796,40.1896,-89.2936,4.7900,100,1,1,1,107,0,0,0,0
623034,2023,06,29,2023-06-29,11:27:00,3,IL,17,0,-9,0,0,0,0,39.5177,-89.4954,39.5146,-89.4818,0.7600,40,1,1,1,21,0,0,0,0
623035,2023,06,29,2023-06-29,11:29:00,3,IL,17,0,1,0,0,0,0,39.6141,-89.4251,39.6097,-89.3605,3.4500,200,1,1,1,21,0,0,0,0
623036,2023,06,29,2023-06-29,11:33:00,3,IL,17,0,1,0,0,0,0,39.7486,-89.2669,39.7453,-89.2490,0.9800,150,1,1,1,21,0,0,0,0
623037,2023,06,29,2023-06-29,11:35:00,3,IL,17,0,1,0,0,0,0,40.2107,-89.1755,40.2236,-88.9073,14.1800,800,1,1,1,107,39,0,0,0
623038,2023,06,29,2023-06-29,11:38:00,3,IL,17,0,1,0,0,0,0,39.5987,-89.2973,39.5686,-89.1068,10.3600,200,1,1,1,21,0,0,0,0
623039,2023,06,30,2023-06-30,09:00:00,3,CO,08,0,-9,0,0,0,0,39.0400,-105.9000,39.0400,-105.9000,0.0100,25,1,1,1,93,0,0,0,0
623040,2023,06,30,2023-06-30,11:40:00,3,CO,08,0,-9,0,0,0,0,39.5500,-104.3100,39.5500,-104.3100,0.0100,25,1,1,1,39,0,0,0,0
623041,2023,06,30,2023-06-30,13:46:00,3,CO,08,0,-9,0,0,0,0,39.3948,-102.9241,39.3931,-102.9242,0.1200,100,1,1,1,63,0,0,0,0
623042,2023,06,30,2023-06-30,14:19:00,3,CO,08,0,-9,0,0,0,0,39.4099,-102.6614,39.4097,-102.6603,0.0600,75,1,1,1,63,0,0,0,0
623043,2023,06,30,2023-06-30,14:45:00,3,CO,08,0,-9,0,0,0,0,37.2700,-104.1500,37.2855,-104.1175,2.0800,10,1,1,1,71,0,0,0,0
623044,2023,06,30,2023-06-30,17:30:00,3,CO,08,0,0,0,0,0,0,38.7700,-105.3200,38.7300,-105.3400,3.0200,30,1,1,1,119,93,0,0,0
623045,2023,07,01,2023-07-01,15:42:00,3,OH,39,0,0,0,0,0,0,41.3200,-84.5527,41.3214,-84.5493,0.2200,20,1,1,1,39,0,0,0,0
623046,2023,07,01,2023-07-01,17:30:00,3,KY,21,0,1,0,0,245000,0,36.8250,-88.6570,36.9650,-88.1930,27.4200,100,1,1,1,83,157,143,0,0
623047,2023,07,02,2023-07-02,13:08:00,3,PA,42,0,1,0,0,0,0,40.9060,-77.6647,40.9112,-77.6551,0.6200,200,1,1,1,27,0,0,0,0
623048,2023,07,02,2023-07-02,13:44:00,3,PA,42,0,0,0,0,0,0,40.5597,-76.9713,40.5605,-76.9541,0.9000,50,1,1,1,43,0,0,0,0
623049,2023,07,02,2023-07-02,13:48:00,3,PA,42,0,1,0,0,15000,0,40.9025,-77.1320,40.9149,-77.1091,1.4700,150,1,1,1,119,0,0,0,0
623050,2023,07,02,2023-07-02,13:55:00,3,KY,21,0,1,0,0,0,0,38.0120,-85.0010,38.0320,-84.9460,3.5700,400,1,1,1,5,0,0,0,0
623051,2023,07,02,2023-07-02,13:59:00,3,PA,42,0,1,0,0,40000,0,40.9334,-77.0682,40.9494,-77.0336,2.1200,50,1,1,1,119,0,0,0,0
623052,2023,07,02,2023-07-02,14:25:00,3,PA,42,0,1,0,0,0,0,40.9921,-76.8825,41.0100,-76.8438,2.3700,150,1,1,1,119,0,0,0,0
623053,2023,07,02,2023-07-02,17:08:00,3,PA,42,0,0,0,0,25000,0,41.7825,-75.7165,41.8029,-75.6985,1.7000,300,1,1,1,115,0,0,0,0
623054,2023,07,02,2023-07-02,17:18:00,3,PA,42,0,0,0,0,15000,0,41.4524,-75.6269,41.4552,-75.6248,0.2300,70,1,1,1,69,0,0,0,0
623055,2023,07,02,2023-07-02,17:55:00,3,KY,21,0,1,0,0,0,0,37.3809,-84.9794,37.3792,-84.9787,0.1200,40,1,1,1,45,0,0,0,0
623056,2023,07,03,2023-07-03,13:34:00,3,NC,37,0,0,0,0,75000,0,35.8900,-76.8400,35.8900,-76.8300,0.5600,60,1,1,1,15,0,0,0,0
623057,2023,07,03,2023-07-03,15:04:00,3,SD,46,0,0,0,0,0,0,43.0120,-97.6850,43.0260,-97.6950,1.1600,40,1,1,1,9,0,0,0,0
623058,2023,07,04,2023-07-04,16:49:00,3,KS,20,0,-9,0,0,0,0,38.5146,-101.7525,38.5146,-101.7500,0.1300,75,1,1,1,71,0,0,0,0
623059,2023,07,06,2023-07-06,15:28:00,3,CO,08,0,-9,0,0,0,0,39.6500,-104.7200,39.6500,-104.7200,0.0100,25,1,1,1,5,0,0,0,0
623060,2023,07,06,2023-07-06,15:48:00,3,CO,08,0,-9,0,0,0,0,39.7900,-104.6000,39.7900,-104.6000,0.0100,25,1,1,1,1,0,0,0,0
623061,2023,07,06,2023-07-06,20:29:00,3,CO,08,0,-9,0,0,0,0,38.5300,-103.1600,38.5361,-103.1457,0.8800,20,1,1,1,61,0,0,0,0
623062,2023,07,07,2023-07-07,03:35:00,3,OK,40,0,1,0,0,0,0,36.3620,-99.4070,36.3620,-99.4070,0.5000,50,1,1,1,153,0,0,0,0
623063,2023,07,07,2023-07-07,12:30:00,3,ND,38,0,-9,0,0,0,0,46.2500,-99.0300,46.2479,-99.0283,0.1700,40,1,1,1,51,0,0,0,0
623064,2023,07,07,2023-07-07,12:37:00,3,ND,38,0,-9,0,0,0,0,46.5400,-98.2000,46.5377,-98.1966,0.2300,40,1,1,1,45,0,0,0,0
623065,2023,07,07,2023-07-07,13:00:00,3,ND,38,0,-9,0,0,0,0,46.4400,-98.0700,46.4369,-98.0667,0.2700,50,1,1,1,45,0,0,0,0
623066,2023,07,07,2023-07-07,16:25:00,3,TX,48,0,-9,0,0,0,0,36.1787,-101.9974,36.1788,-101.9944,0.1700,20,1,1,1,421,0,0,0,0
623067,2023,07,08,2023-07-08,20:44:00,3,CO,08,0,-9,0,0,0,0,37.4217,-103.2605,37.4247,-103.2519,0.5200,20,1,1,1,71,0,0,0,0
623068,2023,07,09,2023-07-09,14:49:00,3,DE,10,0,1,0,0,0,0,39.5035,-75.6689,39.5132,-75.6513,1.1900,200,1,1,1,3,0,0,0,0
623069,2023,07,10,2023-07-10,16:45:00,3,WA,53,0,0,0,0,0,0,47.7504,-118.7593,47.7500,-118.7400,0.9000,40,1,1,1,43,0,0,0,0
623070,2023,07,10,2023-07-10,17:16:00,3,LA,22,0,0,0,0,5000,0,30.3022,-93.0859,30.3032,-93.0846,0.1100,30,1,1,1,19,0,0,0,0
623071,2023,07,10,2023-07-10,17:40:00,3,KS,20,0,-9,0,0,0,0,39.0450,-101.8811,39.0453,-101.8807,0.0300,75,1,1,1,199,0,0,0,0
623072,2023,07,12,2023-07-12,02:43:00,3,AR,05,0,1,0,0,15000,0,33.3508,-93.4919,33.3101,-93.4963,2.8200,350,1,1,1,73,0,0,0,0
623073,2023,07,12,2023-07-12,04:14:00,3,NE,31,0,1,0,0,0,0,41.7270,-97.0130,41.7240,-97.0110,0.2500,50,1,1,1,37,0,0,0,0
623074,2023,07,12,2023-07-12,04:20:00,3,NE,31,0,1,0,0,0,0,42.0181,-96.5776,42.0140,-96.5688,0.5300,90,1,1,1,39,0,0,0,0
623075,2023,07,12,2023-07-12,04:37:00,3,NE,31,0,0,0,0,0,0,41.8130,-96.2700,41.8120,-96.2470,1.1000,15,1,1,1,21,0,0,0,0
623076,2023,07,12,2023-07-12,05:05:00,3,IA,19,0,2,0,0,0,0,41.5920,-95.7760,41.5630,-95.5990,9.4000,100,1,1,1,85,0,0,0,0
623077,2023,07,12,2023-07-12,05:17:00,3,IA,19,0,1,0,0,0,0,41.6690,-95.4950,41.6680,-95.4850,0.5200,50,1,1,1,165,0,0,0,0
623078,2023,07,12,2023-07-12,05:28:00,3,IA,19,0,1,0,0,0,0,41.4300,-95.3580,41.4280,-95.3290,1.5100,40,1,1,1,155,0,0,0,0
623079,2023,07,12,2023-07-12,05:32:00,3,IA,19,0,0,0,0,0,0,41.5000,-95.2900,41.4900,-95.2800,0.9200,40,1,1,1,155,0,0,0,0
623080,2023,07,12,2023-07-12,05:38:00,3,IA,19,0,0,0,0,0,1000,41.4798,-95.1291,41.4852,-95.1019,1.4600,50,1,1,1,29,0,0,0,0
623081,2023,07,12,2023-07-12,05:39:00,3,IA,19,0,0,0,0,5000,1000,41.4505,-95.0915,41.4460,-95.0513,2.1000,75,1,1,1,29,0,0,0,0
623082,2023,07,12,2023-07-12,16:25:00,3,IL,17,0,0,0,0,0,0,42.3274,-88.9398,42.3362,-88.8932,2.4600,175,1,1,1,7,0,0,0,0
623083,2023,07,12,2023-07-12,16:36:00,3,IL,17,0,0,0,0,0,0,41.6926,-88.3334,41.7221,-88.2636,4.1400,100,1,1,1,93,0,0,0,0
623084,2023,07,12,2023-07-12,17:06:00,3,IL,17,0,1,0,0,0,0,42.1544,-88.5188,42.1631,-88.3941,6.4200,200,1,1,1,111,0,0,0,0
623085,2023,07,12,2023-07-12,17:09:00,3,IL,17,0,1,1,0,0,0,41.7474,-87.9281,41.8188,-87.7809,9.0600,150,1,1,1,43,31,0,0,0
623086,2023,07,12,2023-07-12,17:16:00,3,IL,17,0,1,0,0,0,0,42.0112,-88.4476,42.0138,-88.2346,10.9400,440,1,1,1,89,31,0,0,0
623087,2023,07,12,2023-07-12,17:18:00,3,IL,17,0,0,0,0,0,0,41.9873,-88.4125,41.9949,-88.3629,2.6000,100,1,1,1,89,0,0,0,0
623088,2023,07,12,2023-07-12,17:33:00,3,IL,17,0,0,0,0,0,0,42.1691,-88.2051,42.1729,-88.1392,3.3800,125,1,1,1,111,97,0,0,0
623089,2023,07,12,2023-07-12,17:41:00,3,IL,17,0,0,0,0,0,0,42.0122,-88.1538,42.0137,-88.1448,0.4700,80,1,1,1,31,0,0,0,0
623090,2023,07,12,2023-07-12,17:43:00,3,IL,17,0,0,0,0,0,0,42.0139,-88.1209,42.0124,-88.1004,1.0600,80,1,1,1,31,0,0,0,0
623091,2023,07,12,2023-07-12,17:44:00,3,IL,17,0,0,0,0,0,0,41.9271,-88.1409,41.9177,-88.0864,2.8800,125,1,1,1,43,0,0,0,0
623092,2023,07,12,2023-07-12,17:52:00,3,IL,17,0,0,0,0,0,0,42.1867,-88.0123,42.1949,-87.9729,2.1000,125,1,1,1,97,0,0,0,0
623093,2023,07,12,2023-07-12,17:54:00,3,IL,17,0,0,0,0,0,0,41.9823,-87.9998,41.9967,-87.9366,3.4400,225,1,1,1,43,31,0,0,0
623094,2023,07,12,2023-07-12,18:02:00,3,IL,17,0,0,0,0,0,0,42.0078,-87.9041,41.9984,-87.8387,3.4200,300,1,1,1,31,0,0,0,0
623095,2023,07,12,2023-07-12,21:09:00,3,MI,26,0,1,0,0,50000,0,41.9527,-85.3099,41.9659,-85.2605,2.9000,50,1,1,1,149,23,0,0,0
623096,2023,07,13,2023-07-13,14:00:00,3,CO,08,0,-9,0,0,0,0,39.0300,-103.3900,39.0300,-103.3900,0.0100,25,1,1,1,73,0,0,0,0
623097,2023,07,13,2023-07-13,16:04:00,3,VT,50,0,0,0,0,50000,0,43.7316,-73.3608,43.7824,-73.1341,11.8500,20,1,1,1,21,0,0,0,0
623098,2023,07,13,2023-07-13,17:13:00,3,WI,55,0,0,0,0,0,0,42.6503,-88.8813,42.6463,-88.8760,0.3900,25,1,1,1,105,0,0,0,0
